Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2674,31.40
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2784,33.00
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2592,31.40
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2572,31.70
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2520,31.70
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2651,33.90
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2383,31.10
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2559,33.80
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2587,34.50
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2332,31.60
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2535,34.80
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2647,36.60
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2574,35.90
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2765,38.90
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2745,38.90
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2810,40.20
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2925,42.10
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2862,41.60
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5572,44.40
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5848,47.50
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5345,44.20
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5539,46.70
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5251,45.20
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5192,45.50
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5079,45.60
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4961,45.00
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5185,47.80
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4624,43.40
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4474,42.80
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4466,43.40
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4252,41.80
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4472,44.60
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4431,44.80
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4148,42.50
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4352,45.30
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4316,45.30
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2369,35.80
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2351,36.40
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2277,36.00
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2287,37.10
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2124,35.30
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2170,37.10
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2016,35.10
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1961,34.80
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2096,37.80
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1758,32.50
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1770,33.20
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1965,37.40
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1839,35.70
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1832,35.80
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1971,39.20
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1909,38.80
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1902,39.00
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1994,41.30
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,2116,62.00
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1924,57.10
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1738,52.20
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1755,54.30
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1729,54.70
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1694,55.10
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1661,55.20
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1556,52.70
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1520,51.60
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1408,48.70
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1378,48.40
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1473,52.00
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1350,48.30
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1394,50.70
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1378,50.30
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1333,49.10
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1257,46.50
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1267,47.20
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3961,52.10
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3935,52.80
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3762,51.40
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3798,52.90
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3650,51.70
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3492,50.50
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3557,52.60
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3456,51.90
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3765,57.40
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3081,47.60
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3017,47.40
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3085,49.20
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2731,44.10
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2939,47.90
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2867,47.20
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2882,47.80
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2802,46.90
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3068,51.70
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,722,51.90
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,679,50.20
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,668,50.30
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,647,50.70
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,605,48.60
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,637,52.90
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,602,51.30
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,598,51.60
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,691,61.00
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,604,54.70
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,579,53.30
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,580,54.90
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,578,55.90
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,588,58.30
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,576,57.80
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,583,59.30
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,517,53.60
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,566,59.40
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1117,48.90
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1174,52.20
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1123,50.60
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1032,47.70
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1052,48.90
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1068,50.50
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1008,48.80
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,987,48.30
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1047,51.60
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,919,45.90
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,878,44.40
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,949,48.70
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,815,42.20
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,894,47.00
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,934,49.10
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,882,46.60
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,838,45.00
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,945,50.60
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1778,56.60
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1617,54.10
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1522,52.90
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1482,54.10
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1370,52.00
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1243,49.80
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1186,49.50
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1244,53.30
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1257,56.40
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1050,48.90
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1066,50.30
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1227,60.40
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1124,57.20
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1173,62.90
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1174,65.90
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1136,65.60
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,989,61.30
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1029,64.70
2016,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,684,39.30
2015,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,705,41.90
2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,680,41.30
2013,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,668,42.00
2012,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,674,43.50
2011,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,650,43.10
2010,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,609,41.70
2009,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,652,45.60
2008,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,688,48.80
2007,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,611,44.20
2006,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,603,44.90
2005,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,630,48.20
2004,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,600,46.70
2003,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,531,42.80
2002,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,577,47.40
2001,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,616,51.40
2000,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,581,49.40
1999,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,592,51.00
2016,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3064,27.90
2015,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3202,29.60
2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3046,28.50
2013,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3245,31.10
2012,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3271,31.70
2011,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3157,31.20
2010,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3106,31.40
2009,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3125,31.80
2008,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3280,33.90
2007,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,2991,31.40
2006,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,2862,30.50
2005,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3148,34.00
2004,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3031,33.00
2003,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,2910,31.90
2002,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,2885,32.00
2001,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,2911,32.60
2000,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3007,34.10
1999,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3130,35.90
2016,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1131,44.40
2015,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1109,44.70
2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1127,46.40
2013,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1052,44.70
2012,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,965,42.50
2011,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1024,46.20
2010,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1022,47.70
2009,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,984,47.10
2008,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1001,49.70
2007,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,884,45.10
2006,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,888,46.50
2005,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,855,46.20
2004,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,753,42.00
2003,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,936,53.30
2002,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,857,49.70
2001,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,775,45.80
2000,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,767,46.90
1999,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,848,52.90
2016,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6860,28.40
2015,Chronic lower respiratory diseases (J40-J47),CLRD,New York,7109,29.90
2014,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6806,29.10
2013,Chronic lower respiratory diseases (J40-J47),CLRD,New York,7110,30.70
2012,Chronic lower respiratory diseases (J40-J47),CLRD,New York,7034,31.10
2011,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6963,31.50
2010,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6847,31.40
2009,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6740,31.40
2008,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6919,32.60
2007,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6561,31.30
2006,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6329,30.50
2005,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6818,33.20
2004,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6786,33.40
2003,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6709,33.30
2002,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6966,34.90
2001,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6906,35.00
2000,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6784,34.90
1999,Chronic lower respiratory diseases (J40-J47),CLRD,New York,7086,36.90
2016,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,5311,44.80
2015,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,5221,45.50
2014,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,5023,45.10
2013,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4987,46.30
2012,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4844,46.40
2011,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4708,46.70
2010,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4495,46.10
2009,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4329,45.40
2008,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4572,49.30
2007,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4231,46.90
2006,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4017,45.80
2005,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4149,49.20
2004,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,3625,43.90
2003,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,3887,48.20
2002,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,3674,46.60
2001,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,3514,45.60
2000,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,3699,48.90
1999,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,3591,48.00
2016,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,314,34.70
2015,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,351,40.00
2014,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,317,36.10
2013,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,331,38.20
2012,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,306,35.30
2011,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,342,39.60
2010,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,356,43.10
2009,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,341,41.60
2008,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,355,43.40
2007,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,265,32.70
2006,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,283,34.40
2005,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,272,34.40
2004,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,273,34.60
2003,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,302,39.10
2002,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,322,41.80
2001,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,308,39.60
2000,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,295,38.60
1999,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,273,35.80
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,7015,47.50
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,7211,49.60
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6765,47.20
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,7007,49.70
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,7070,51.20
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6996,51.70
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6717,50.50
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6642,50.40
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6928,53.30
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6454,50.40
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6054,47.90
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6580,52.80
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,5896,47.80
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,5927,48.50
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6063,50.20
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,5881,49.30
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,5983,50.60
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,5858,49.90
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2794,61.40
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2924,65.80
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2772,63.30
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2680,62.40
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2585,61.40
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2637,63.80
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2720,67.40
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2595,65.10
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2694,68.90
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2386,62.10
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2192,57.60
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2368,63.60
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1985,53.90
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2160,59.00
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1988,54.80
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1922,53.30
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1980,55.20
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1751,49.30
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,2080,40.40
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,2119,42.40
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1955,40.10
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,2029,43.00
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1915,42.20
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,2023,45.10
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1971,45.30
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1943,45.30
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1951,46.60
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1892,46.10
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1828,45.60
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1837,47.00
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1778,46.70
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1819,48.50
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1845,50.20
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1726,47.90
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1677,47.50
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1765,50.40
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6523,36.80
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6664,38.10
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6422,37.00
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6716,39.30
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6550,38.80
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6627,39.70
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6202,37.90
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6432,39.60
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6767,42.00
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6077,38.10
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,5621,35.60
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6149,39.30
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,5978,38.60
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6046,39.20
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6017,39.30
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,5845,38.60
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6079,40.30
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6141,41.10
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,445,31.30
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,510,36.90
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,505,36.00
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,476,34.70
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,504,36.90
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,526,39.50
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,507,38.50
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,511,39.80
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,478,37.30
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,421,32.50
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,485,38.10
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,523,40.60
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,463,36.30
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,495,39.00
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,521,41.50
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,511,41.30
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,500,40.40
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,495,40.60
2016,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2870,47.50
2015,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2908,49.90
